COSTA RICA|CRC|IDR|32.1026
COOK ISLANDS (THE)|NZD|IDR|9171.0460
CONGO (THE)|XAF|IDR|25.8255
CONGO (THE DEMOCRATIC REPUBLIC OF THE)|CDF|IDR|5.7145
COMOROS (THE)|KMF|IDR|34.4223
COLOMBIA|COP|IDR|3.8991
COCOS (KEELING) ISLANDS (THE)|AUD|IDR|10107.7100
CHRISTMAS ISLAND|AUD|IDR|10107.7100
CHINA|CNY|IDR|2267.6300
CHILE|CLP|IDR|16.3921
CHILE|CLF|IDR|452307.2757
CHAD|XAF|IDR|25.8255
CENTRAL AFRICAN REPUBLIC (THE)|XAF|IDR|25.8255
CAYMAN ISLANDS (THE)|KYD|IDR|19543.9746
CANADA|CAD|IDR|11263.6400
CAMEROON|XAF|IDR|25.8255
CAMBODIA|KHR|IDR|4.0518
CABO VERDE|CVE|IDR|153.6364
BURUNDI|BIF|IDR|5.5027
BURKINA FASO|XOF|IDR|25.8344
BULGARIA|BGN|IDR|8665.1663
BRUNEI DARUSSALAM|BND|IDR|12054.7594
BRITISH INDIAN OCEAN TERRITORY (THE)|USD|IDR|16257.5455
BRAZIL|BRL|IDR|2774.6260
BOUVET ISLAND|NOK|IDR|1443.6118
BOTSWANA|BWP|IDR|1170.1085
BOSNIA AND HERZEGOVINA|BAM|IDR|8661.7853
BONAIRE, SINT EUSTATIUS AND SABA|USD|IDR|16257.5455
BOLIVIA (PLURINATIONAL STATE OF)|BOB|IDR|2358.0532
BHUTAN|INR|IDR|187.7750
BHUTAN|BTN|IDR|188.0881
BERMUDA|BMD|IDR|16257.6513
BENIN|XOF|IDR|25.8344
BELIZE|BZD|IDR|8110.5907
BELGIUM|EUR|IDR|16945.2200
BELARUS|BYN|IDR|4976.6609
BARBADOS|BBD|IDR|8068.8838
BANGLADESH|BDT|IDR|134.0982
BAHRAIN|BHD|IDR|43145.5888
BAHAMAS (THE)|BSD|IDR|16291.3586
AZERBAIJAN|AZN|IDR|9567.0572
AUSTRIA|EUR|IDR|16945.2200
AUSTRALIA|AUD|IDR|10107.7100
ARUBA|AWG|IDR|9035.5540
ARMENIA|AMD|IDR|40.7094
ARGENTINA|ARS|IDR|15.4713
ANTIGUA AND BARBUDA|XCD|IDR|6018.0190
ANGUILLA|XCD|IDR|6018.0190
ANGOLA|AOA|IDR|17.7846
ANDORRA|EUR|IDR|16945.2200
AMERICAN SAMOA|USD|IDR|16257.6513
ALGERIA|DZD|IDR|120.4330
ALBANIA|ALL|IDR|169.5475
ÅLAND ISLANDS|EUR|IDR|16945.2200
AFGHANISTAN|AFN|IDR|207.1274
